epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,438.479,0.40102,0.25619,0.80618,0.99049,0.98944,0.98579,0.91788,0.40867,0.24036,0.80241,0.0004555,0.0004555,0.0004555
57,446.275,0.40302,0.26007,0.80161,0.99132,0.98944,0.98564,0.91949,0.41034,0.23622,0.8017,0.0004456,0.0004456,0.0004456
58,454.141,0.39779,0.25945,0.80341,0.9906,0.98944,0.98625,0.92004,0.4064,0.2334,0.80154,0.0004357,0.0004357,0.0004357
59,461.934,0.40904,0.25647,0.81334,0.99065,0.98944,0.98696,0.9181,0.40414,0.23108,0.80125,0.0004258,0.0004258,0.0004258
60,469.759,0.40123,0.25277,0.80703,0.99102,0.98944,0.98742,0.92258,0.40453,0.22714,0.80072,0.0004159,0.0004159,0.0004159
61,477.575,0.40074,0.25152,0.80392,0.99093,0.98944,0.98672,0.91914,0.40594,0.22644,0.80199,0.000406,0.000406,0.000406
62,485.398,0.40361,0.2579,0.80745,0.99059,0.98913,0.98927,0.92685,0.40664,0.22581,0.8022,0.0003961,0.0003961,0.0003961
63,493.296,0.40033,0.24779,0.80663,0.99043,0.98944,0.9875,0.92449,0.40722,0.23031,0.80335,0.0003862,0.0003862,0.0003862
64,501.105,0.40163,0.25963,0.80449,0.99085,0.98846,0.98832,0.9231,0.40247,0.22836,0.80009,0.0003763,0.0003763,0.0003763
65,508.914,0.4017,0.2578,0.80485,0.99155,0.98931,0.98888,0.92568,0.40216,0.23555,0.79953,0.0003664,0.0003664,0.0003664
66,516.721,0.39755,0.25078,0.80628,0.99087,0.98932,0.98759,0.92347,0.40473,0.22706,0.79874,0.0003565,0.0003565,0.0003565
67,524.527,0.40212,0.25027,0.80437,0.99143,0.98944,0.98673,0.92252,0.41224,0.2291,0.80044,0.0003466,0.0003466,0.0003466
68,532.337,0.39487,0.24817,0.79991,0.99103,0.98944,0.98578,0.91761,0.40977,0.23206,0.79971,0.0003367,0.0003367,0.0003367
69,540.137,0.39674,0.2511,0.80734,0.98809,0.98944,0.98602,0.92116,0.40531,0.23162,0.79998,0.0003268,0.0003268,0.0003268
70,547.934,0.40058,0.24751,0.8044,0.98811,0.98944,0.9876,0.92487,0.40799,0.23706,0.8002,0.0003169,0.0003169,0.0003169
71,555.736,0.39022,0.24843,0.80391,0.99036,0.98944,0.98713,0.92568,0.40249,0.22834,0.80034,0.000307,0.000307,0.000307
72,563.539,0.3981,0.24059,0.81022,0.99107,0.98944,0.98755,0.92041,0.40679,0.22868,0.80094,0.0002971,0.0002971,0.0002971
73,571.405,0.39597,0.2408,0.80028,0.9907,0.98944,0.98744,0.92572,0.40864,0.22789,0.801,0.0002872,0.0002872,0.0002872
74,579.206,0.40014,0.24983,0.80623,0.99095,0.98944,0.98663,0.92121,0.41012,0.22626,0.80178,0.0002773,0.0002773,0.0002773
75,587.007,0.3933,0.25245,0.80522,0.99062,0.98944,0.98755,0.92843,0.40545,0.22339,0.80078,0.0002674,0.0002674,0.0002674
76,594.823,0.39762,0.24512,0.80149,0.98888,0.98944,0.98869,0.92266,0.4069,0.22239,0.80153,0.0002575,0.0002575,0.0002575
77,602.622,0.39276,0.25096,0.80414,0.99082,0.98944,0.98817,0.92607,0.40871,0.22525,0.80178,0.0002476,0.0002476,0.0002476
78,610.477,0.3965,0.24248,0.80483,0.99116,0.98944,0.98786,0.92445,0.40833,0.22468,0.80263,0.0002377,0.0002377,0.0002377
79,618.274,0.39698,0.25936,0.8052,0.99034,0.98944,0.98682,0.92333,0.40248,0.23008,0.80163,0.0002278,0.0002278,0.0002278
80,626.08,0.38996,0.24049,0.80199,0.99013,0.98944,0.98712,0.92359,0.40459,0.22641,0.80171,0.0002179,0.0002179,0.0002179
81,633.883,0.3919,0.2407,0.80381,0.99083,0.98944,0.98777,0.92663,0.40438,0.22639,0.80047,0.000208,0.000208,0.000208
82,641.675,0.39158,0.23661,0.80308,0.99071,0.98944,0.98762,0.92639,0.40723,0.22481,0.80069,0.0001981,0.0001981,0.0001981
83,649.505,0.39225,0.23994,0.80825,0.99126,0.98944,0.98674,0.92565,0.40967,0.22518,0.80149,0.0001882,0.0001882,0.0001882
84,657.286,0.38973,0.22963,0.79715,0.99138,0.98944,0.98694,0.92408,0.403,0.22438,0.80021,0.0001783,0.0001783,0.0001783
85,665.064,0.39265,0.23743,0.7974,0.99139,0.98944,0.98712,0.9219,0.39865,0.22174,0.79911,0.0001684,0.0001684,0.0001684
86,672.837,0.39082,0.23484,0.80229,0.98994,0.98944,0.98751,0.9234,0.40169,0.22511,0.79976,0.0001585,0.0001585,0.0001585
87,680.664,0.39206,0.24425,0.80277,0.98931,0.98944,0.9876,0.92454,0.40221,0.22437,0.79832,0.0001486,0.0001486,0.0001486
88,688.543,0.39364,0.2419,0.80327,0.99074,0.98944,0.9874,0.92644,0.40111,0.22332,0.79881,0.0001387,0.0001387,0.0001387
89,696.335,0.39728,0.23718,0.80601,0.99149,0.98944,0.98692,0.92536,0.40518,0.22173,0.79887,0.0001288,0.0001288,0.0001288
90,704.117,0.39006,0.2383,0.79652,0.99156,0.98944,0.98713,0.92642,0.40106,0.22186,0.79839,0.0001189,0.0001189,0.0001189
91,712.2,0.38232,0.24411,0.80451,0.99078,0.98944,0.98702,0.92623,0.40418,0.22798,0.80099,0.000109,0.000109,0.000109
92,719.928,0.37892,0.23586,0.80271,0.99099,0.98944,0.98704,0.92366,0.40216,0.22608,0.80137,9.91e-05,9.91e-05,9.91e-05
93,727.726,0.37553,0.23608,0.80177,0.9904,0.98944,0.98691,0.92209,0.40621,0.22956,0.80207,8.92e-05,8.92e-05,8.92e-05
94,735.445,0.3753,0.23415,0.80043,0.99015,0.98944,0.98707,0.92599,0.40586,0.22638,0.80225,7.93e-05,7.93e-05,7.93e-05
95,743.154,0.37709,0.23257,0.80229,0.9897,0.98944,0.98695,0.92806,0.40474,0.22464,0.80199,6.94e-05,6.94e-05,6.94e-05
96,750.864,0.37569,0.23367,0.80264,0.98891,0.98944,0.98719,0.92893,0.40406,0.22127,0.80196,5.95e-05,5.95e-05,5.95e-05
97,758.59,0.37284,0.23282,0.80066,0.9895,0.98944,0.98768,0.92732,0.40176,0.22336,0.80134,4.96e-05,4.96e-05,4.96e-05
98,766.296,0.37081,0.22629,0.80359,0.98975,0.98944,0.98759,0.92485,0.40389,0.22272,0.80193,3.97e-05,3.97e-05,3.97e-05
99,774.058,0.37383,0.2275,0.80039,0.98973,0.98944,0.98761,0.9263,0.40257,0.22294,0.80165,2.98e-05,2.98e-05,2.98e-05
100,781.764,0.37456,0.23306,0.80084,0.98978,0.98944,0.98717,0.92629,0.40266,0.22173,0.80172,1.99e-05,1.99e-05,1.99e-05
